SGC Code,,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25
5937000,"    North Okanagan, RDR",0,14,53,9,575,0,26,135,0,0,54,0,0,0,289,85,0,200,30,0,308,30,118,1,75,383,"1,488",0,154,855,0,57,4,10,51,0,0,358,599,0,634,138,62,0,128,658,24,0,11,25,3,0,37,650,440,15,331,728,481,12,8,398,200,90,0,761,282,0,0,34,106,29,196,318,"4,717",54,0,285,573,67,262,124,335,97,593,50,100,256,110,202,50,121,88,87,24,0,0,0,808,1,130,175,177,434,130,318,"1,266",346,212,0,100,500,500,186,0,355,470,269,250,0,0,462,20,464,101,150,76,75,28,18,75,0,12,208,0,265,700,351,250,210,590,16,0,17,0,21,0,10,20,0,0,25,250,70,530,0,172,50,0,128,281,94,179,0,76,49,90,0,0,0,0,0,186,0,841,636,"2,560",480,91,20,0,0,472,369,250,0,824,100,"1,556",219,894,175,80,0,60,70,0,0,"1,438",0,0,"2,294","12,135",0,110,851,40,19,190,288,128,165,"1,128",10,575,150,0,0,199,750,45,214,0,112,"1,000",78,299,10,720,0,416,400,80,297,301,264,95,60,150,0,0,40,0,0,440,22,781,751,100,129,329,514,110,0,0,450,213,0,0,10,8,0,600,0,180
5937024,"    Spallumcheen, DM",20,28,337,15,375,885,500,450,"2,000",0,0,0,0,0,0,0,65,39,216,21,180,372,27,0,"2,240",36,30,12,262,89,0,72,239,"2,733",0,22,40,38,134,59,140,0,58,907,10,551,43,0,79,8,27,0,165,525,313,0,150,377,352,35,0,358,0,0,125,"1,003",0,0,0,77,49,0,0,0,158,0,45,405,270,45,95,124,278,287,0,21,427,132,108,19,91,419,"1,273",413,55,20,50,0,63,446,198,71,369,14,349,110,18,422,44,0,48,137,35,139,259,0,539,179,527,157,0,0,24,"2,439",33,0,25,0,47,29,20,0,14,0,0,36,30,0,243,0,80,301,422,0,0,0,200,136,809,322,0,404,109,164,"5,447",50,36,0,334,120,825,74,53,110,0,730,100,382,0,0,125,0,52,258,172,442,410,106,340,0,0,0,192,160,"3,307",55,200,"1,290",55,128,370,240,0,0,60,873,340,125,100,0,"1,375",0,322,243,800,175,488,526,545,205,50,53,168,95,0,837,0,0,0,60,0,0,0,0,0,0,125,100,470,0,0,0,0,0,0,89,0,0,0,0,5,4,12,7,"4,125",460,95,0,40,45,0,0,0,0,0,525,120,110,286,45,"1,430","1,630",265,600,254
5937014,"    Vernon, C",120,0,0,46,0,0,0,0,0,0,"2,380",0,70,0,260,3,117,23,319,0,250,20,50,"1,085",40,31,37,0,0,23,390,840,225,"1,337",250,948,0,0,0,30,49,"21,965",50,25,801,320,356,20,155,700,3,0,48,0,0,0,375,700,380,15,10,400,192,0,245,0,0,50,0,0,150,0,0,200,0,9,100,100,140,0,180,151,50,0,0,0,49,80,15,0,0,50,0,0,195,0,0,350,"8,895",0,29,0,0,25,0,0,0,0,0,0,135,10,130,0,700,218,65,215,150,0,40,0,21,0,7,0,0,0,0,12,320,0,49,0,0,0,27,9,0,53,0,200,8,852,0,0,31,0,94,"2,971",100,0,"20,698",0,0,0,0,200,852,0,0,180,20,0,218,0,0,9,0,0,70,0,0,0,221,0,17,0,0,50,0,825,0,650,"1,285",85,80,0,125,0,189,0,"2,000","1,500",0,0,6,6,0,0,100,20,0,0,0,0,30,0,0,0,85,0,148,640,350,0,0,0,9,250,0,45,867,50,0,0,"3,000",0,"2,000",0,0,750,986,0,0,60,0,0,0,0,0,0,0,0,0,200,300,0,80,0,0,0,0,0,0,0,35,0,0,57,0,50,0,0,0
5907,  Okanagan-Similkameen RD,368,292,545,72,5,214,498,0,58,175,13,923,150,0,49,0,180,161,60,620,205,179,380,944,273,208,115,647,124,"2,039",544,300,117,380,682,25,"1,060",601,"1,429",451,90,96,226,73,"6,090",147,434,922,538,"2,058",125,155,"2,030",415,151,196,640,44,"1,786",130,702,43,404,"3,887",74,247,356,918,66,252,79,"2,361",98,32,152,622,"2,402",395,517,"1,232",212,469,326,"2,050",5,177,249,"2,152",410,"2,113",538,304,"2,722","2,620","2,793",816,145,248,457,740,"1,564",480,"1,219",369,351,896,254,"3,630",719,"2,050",60,928,"1,107",346,96,140,90,358,671,397,78,9,"1,382",534,0,42,10,851,294,243,922,427,7,729,168,218,767,20,246,326,"1,651",356,14,"3,890","1,130",199,450,470,149,50,"2,792",688,117,295,187,"1,032",116,317,960,232,968,"2,306",166,"2,162","1,155",201,71,261,"1,783",250,"2,512",125,"32,392","2,783",193,61,322,"1,405",40,32,"3,392",275,225,115,"6,398","5,340",772,521,475,"2,985","2,568",365,"1,180","3,983",501,660,"1,851",792,"2,161","1,554",912,955,"10,171","3,528","1,494","1,161","1,492",601,110,"2,278",395,"1,464","1,138",166,246,"2,682","2,115",317,817,"2,138","5,868","3,317",71,"1,501",412,754,856,338,502,"4,668","2,083","1,977","5,852",770,"4,190",368,91,"8,648",93,11,202,525,"2,272",139,347,742,133,"4,052",803,"4,974","6,293",73,"3,725",300,885,"1,960",113,179,420,560,703,"1,409",527,360,"4,631"
5907009,"    Keremeos, VL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,"3,673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
5907000,"    Okanagan-Similkameen, RDR",123,0,308,50,0,0,0,0,0,175,13,923,0,0,0,0,0,74,0,620,5,31,0,803,0,88,0,72,0,"1,620",0,80,106,250,500,0,791,550,"1,429",225,0,0,173,73,30,0,120,420,400,946,0,0,"2,030",215,26,96,300,19,"1,372",0,600,43,75,"3,861",24,41,46,268,0,132,17,64,84,0,100,224,102,240,217,918,212,234,32,250,0,0,19,"2,000",30,280,192,180,"1,097",303,"2,755",666,124,60,250,190,64,140,234,0,201,599,76,"3,630",578,"1,000",0,58,700,178,0,127,15,73,350,300,0,9,143,0,0,0,0,748,294,0,43,325,0,724,0,203,0,0,21,0,695,96,0,"2,353",0,0,248,0,54,0,"2,652",0,27,0,154,62,0,243,6,5,750,"1,099",40,307,504,0,71,261,395,0,334,0,"31,692",618,129,25,152,0,40,2,"3,312",234,0,0,293,"5,250",129,0,10,39,48,0,155,"2,476",226,360,750,82,"1,954",217,696,694,"1,074",1,551,440,107,411,0,144,151,381,52,23,246,101,596,18,550,6,409,"1,057",49,1,44,300,1,243,389,52,"1,842",0,"3,010",100,48,205,9,"8,618",92,0,202,0,71,137,31,342,0,252,248,750,256,73,65,0,0,0,33,0,324,0,138,385,446,150,131
5907014,"    Oliver, T",0,0,0,0,0,115,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,85,10,80,0,0,0,0,15,0,0,0,0,0,0,40,65,0,20,0,0,100,0,0,0,0,0,0,0,0,0,95,0,140,0,80,0,0,0,0,150,0,0,0,0,0,0,920,0,0,7,178,0,0,0,0,0,10,0,10,0,0,28,0,0,0,0,160,0,0,0,0,0,0,0,410,70,0,0,0,0,0,0,0,3,165,0,0,0,0,0,0,5,0,0,0,0,0,0,0,50,0,0,66,150,0,0,0,"1,500",160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975,0,0,45,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,798,0,0,"2,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,800",0,0,0,0,0,0,0,"1,500",0,0,0,0,400,0,0,0,0
5907005,"    Osoyoos, T",0,0,0,0,5,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,134,70,0,0,75,25,0,0,0,0,90,0,0,0,0,0,0,350,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,6,0,0,16,0,0,0,0,0,0,0,750,0,0,0,0,210,0,0,0,17,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,32,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,125,0,0,189,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5907041,"    Penticton, C",245,292,237,22,0,99,450,0,48,0,0,0,150,0,1,0,180,87,0,0,0,148,380,141,273,120,115,225,119,0,410,80,11,130,107,0,269,51,0,16,0,96,0,0,0,47,314,0,47,892,125,0,0,200,0,100,225,15,334,0,102,0,229,11,0,200,1,270,0,0,22,"2,082",14,12,52,398,"1,450",0,200,314,0,20,74,"1,800",5,10,135,152,240,"1,801",66,12,25,"2,089",20,0,21,158,150,0,"1,150",175,65,369,150,238,0,0,0,"1,050",17,720,397,86,8,7,25,202,40,0,16,0,914,528,0,42,10,103,0,168,469,20,7,5,0,15,767,10,225,293,661,30,1,"1,501","1,130",117,50,0,30,0,140,288,90,25,0,900,116,74,738,77,34,814,32,355,466,28,0,0,229,0,"2,126",125,700,"2,100",20,36,170,"1,339",0,30,80,41,225,0,"6,094",90,383,280,250,603,20,20,"1,025",7,125,0,81,45,207,409,134,21,97,"3,505",243,197,400,123,0,"1,364",81,85,56,70,0,"2,581","1,114",299,17,"2,086","2,059","2,260",22,0,0,454,855,95,103,66,88,"1,917",217,567,419,58,7,30,1,11,0,525,0,2,280,400,8,0,55,5,"5,537",0,60,280,875,210,0,179,56,560,150,"1,024",67,200,0
5907024,"    Princeton, T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,13,2,0,0,37,0,0,0,0,0,0,104,0,20,0,0,0,0,0,0,0,0,0,0,0,0,"1,159",250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,"2,200","2,500",0,0,"1,500",0,0,0,90,0,453,82,0,0,0,0,300,0,0,110,0,0,534,30,0,0,0,0,0,0,46,"3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,"2,000",0,0,0,0,0,0,"4,000",0,0,"3,600",0,10,0,80,0,0,0,0,0,0,0,0
5907035,"    Summerland, DM",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,60,0,200,0,0,0,0,0,0,0,0,419,0,70,0,0,0,0,0,0,0,0,0,0,53,0,"6,060",100,0,152,0,220,0,155,0,0,125,0,30,0,0,130,0,0,100,0,0,0,5,380,50,120,0,150,0,0,0,0,0,155,100,0,0,0,220,0,0,150,0,0,0,32,200,112,"1,600",0,18,0,0,0,57,550,100,165,0,0,0,52,0,0,101,0,40,150,0,50,67,0,50,55,281,0,62,0,165,0,0,0,0,0,0,75,0,0,0,0,168,0,0,10,0,30,130,150,0,20,0,82,115,465,65,50,0,400,0,166,33,0,0,0,150,0,64,393,94,0,0,173,0,0,0,0,52,0,0,65,44,0,0,66,0,0,0,0,0,115,0,0,260,223,215,143,0,345,0,0,150,300,690,575,0,475,0,240,"9,000",17,700,224,10,67,0,725,163,364,"1,000",73,0,0,205,0,250,0,400,0,0,"1,500",368,0,0,0,10,"3,727",153,60,125,103,50,105,0,0,0,0,0,0,0,0,36,0,0,0,500,30,0,0,0,20,0,250,0,0,40,0,15,0,14,0,"4,501"
5933,  Thompson-Nicola RD,0,"2,520",45,"25,231",0,75,250,418,"1,916",390,400,110,110,35,207,0,65,450,290,563,"1,762",328,80,"3,245",28,110,0,440,30,65,703,314,229,"1,180","4,975",14,"1,474",0,0,"1,065",132,"3,809",59,20,0,"2,127","1,123",250,"1,228",1,109,60,46,135,300,"13,627","3,028",0,0,132,40,47,990,651,"1,290","1,926",4,"2,842",0,40,110,200,393,"6,809",0,150,40,954,183,294,0,92,646,725,35,"8,166","1,098",574,0,100,75,268,409,105,"2,280",800,220,12,"2,037",137,665,214,"1,354","11,778",73,398,"1,088",0,63,81,343,345,"1,547",353,"3,135",997,703,"3,517",364,140,183,50,284,0,282,"1,454",39,295,"1,712","2,259",505,"2,627","5,024",25,516,"2,641",775,402,340,"3,564",737,"3,029",893,223,"5,729",862,"4,361","3,315",439,454,521,"1,383","5,975",907,653,598,8,313,25,460,386,672,634,349,756,410,96,522,0,0,200,43,611,295,143,"1,533","1,015",232,452,45,10,40,"1,871","4,520","10,430",150,30,"1,713",260,"3,210",0,"3,195",36,397,0,64,"2,486",486,445,910,80,180,"4,049","4,654",210,150,377,"2,445",60,595,"5,990",120,313,906,"5,508","2,272",785,85,290,161,"5,256","2,516",594,"12,461","3,728",0,0,480,25,785,"8,378",380,200,"7,209",0,"16,943","2,504",825,0,0,"1,900",300,"15,125","1,095","5,648",0,680,60,96,"2,150","3,869","2,250","2,012",450,555,0,"11,520",0,0,"4,000",0,"16,538","1,760",0,25
5933019**,"    Ashcroft, VL",0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
5933074,"    Barriere, DM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,220,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,"2,200",0,0,0,0,20,12,0,0,10,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,200,520,0,0,0,0,0,0,0,40,0,30,0,0,0,0,0,0,0,0,10,"1,000",352,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933054**,"    Chase, VL",0,0,0,0,0,0,0,0,0,0,0,0,110,35,161,0,65,0,10,503,0,274,50,"3,125",0,0,0,0,0,0,50,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
5933042,"    Kamloops, C",0,"2,520",45,"25,227",0,0,0,65,"1,916",260,400,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,45,30,0,0,0,178,570,"4,975",9,74,0,0,"1,000",132,"3,619",59,20,0,0,76,0,750,1,109,60,46,135,300,0,92,0,0,130,40,47,550,551,"1,290","1,866",4,"2,842",0,40,0,200,93,"4,558",0,50,40,954,0,180,0,62,646,0,35,995,"1,098",489,0,100,50,26,207,73,"1,800",755,5,12,121,100,536,100,"1,221","11,120",0,66,928,0,23,0,10,0,417,140,"3,059",0,235,127,47,10,60,0,284,0,252,0,0,195,682,"1,092",505,427,"4,982",25,0,641,45,324,0,"1,758",190,533,25,20,0,495,"4,251","2,229",0,14,328,960,"2,110",121,502,0,8,0,0,300,0,275,6,0,0,0,43,412,0,0,200,0,544,250,133,15,65,3,0,0,10,40,"1,200",0,140,0,0,"1,500",120,"2,510",0,155,1,172,0,0,"1,486",36,5,580,5,0,0,"1,614",10,0,352,910,0,300,990,10,0,690,0,"2,172",0,0,70,0,75,0,8,"12,151","2,228",0,0,480,0,535,"8,378",0,0,"6,313",0,"16,567",4,800,0,0,"1,900",0,15,0,"5,648",0,0,0,46,0,"3,869","2,250","2,012",450,5,0,"10,490",0,0,"4,000",0,0,0,0,25
5944035**,"    Logan Lake, DM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
5933006,"    Merritt, C",0,0,0,4,0,0,0,0,0,0,0,90,0,0,46,0,0,450,90,60,"1,762",50,0,120,0,95,0,0,0,65,653,0,0,0,0,0,"1,400",0,0,0,0,110,0,0,0,0,0,250,0,0,0,0,0,0,0,6,"2,856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,"7,171",0,0,0,0,0,0,30,10,400,0,0,0,"1,800",0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,"2,850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,"1,446",0,"2,209",740,0,"5,729",367,60,"1,068",239,440,0,338,"3,792",655,101,518,0,270,0,0,0,0,590,341,690,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,"2,052",0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,"4,000",0,0,0,0,0,0,0,0,0,313,0,0,100,780,0,0,0,"4,352",0,0,0,0,0,0,0,25,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,"15,354",0,0,0
5933045,"    Sun Peaks Mountain, VL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
