Date,Area,Benchmark,Price Index,1 Month +/-,6 Month +/-,1 Year +/-,3 Year +/-,5 Year +/-
2006-06,Vancouver East,Residential - All Types,,,,,,
2006-06,Vancouver East,"$414,800",129.4,2.4,15.1,22.8,0.0,0.0
2006-06,Vancouver East,Detached,,,,,,
2006-06,Vancouver East,"$573,400",127.9,2.2,15.3,21.8,0.0,0.0
2006-06,Vancouver East,Townhouse,,,,,,
2006-06,Vancouver East,"$374,800",123.6,2.3,10.3,16.7,0.0,0.0
2006-06,Vancouver East,Apartment,,,,,,
2006-06,Vancouver East,"$235,700",136.8,2.9,16.4,28.1,0.0,0.0
2006-07,Vancouver East,Residential - All Types,,,,,,
2006-07,Vancouver East,"$417,300",130.2,0.6,13.2,21.7,0.0,0.0
2006-07,Vancouver East,Detached,,,,,,
2006-07,Vancouver East,"$575,000",128.3,0.3,12.8,20.6,0.0,0.0
2006-07,Vancouver East,Townhouse,,,,,,
2006-07,Vancouver East,"$380,500",125.5,1.5,10.8,17.3,0.0,0.0
2006-07,Vancouver East,Apartment,,,,,,
2006-07,Vancouver East,"$238,500",138.4,1.2,15.2,27.0,0.0,0.0
2006-08,Vancouver East,Residential - All Types,,,,,,
2006-08,Vancouver East,"$419,800",131.0,0.6,11.3,20.6,0.0,0.0
2006-08,Vancouver East,Detached,,,,,,
2006-08,Vancouver East,"$576,600",128.6,0.2,10.3,19.2,0.0,0.0
2006-08,Vancouver East,Townhouse,,,,,,
2006-08,Vancouver East,"$386,300",127.4,1.5,11.4,18.0,0.0,0.0
2006-08,Vancouver East,Apartment,,,,,,
2006-08,Vancouver East,"$241,400",140.1,1.2,14.0,25.9,0.0,0.0
2006-09,Vancouver East,Residential - All Types,,,,,,
2006-09,Vancouver East,"$422,400",131.8,0.6,9.4,19.5,0.0,0.0
2006-09,Vancouver East,Detached,,,,,,
2006-09,Vancouver East,"$578,300",129.0,0.3,7.9,17.8,0.0,0.0
2006-09,Vancouver East,Townhouse,,,,,,
2006-09,Vancouver East,"$392,200",129.3,1.5,11.9,18.4,0.0,0.0
2006-09,Vancouver East,Apartment,,,,,,
2006-09,Vancouver East,"$244,300",141.8,1.2,12.8,24.8,0.0,0.0
2006-10,Vancouver East,Residential - All Types,,,,,,
2006-10,Vancouver East,"$422,100",131.7,-0.1,6.7,18.6,0.0,0.0
2006-10,Vancouver East,Detached,,,,,,
2006-10,Vancouver East,"$577,900",128.9,-0.1,5.4,17.3,0.0,0.0
2006-10,Vancouver East,Townhouse,,,,,,
2006-10,Vancouver East,"$397,300",131.0,1.3,10.8,18.9,0.0,0.0
2006-10,Vancouver East,Apartment,,,,,,
2006-10,Vancouver East,"$243,000",141.0,-0.6,9.0,22.7,0.0,0.0
2006-11,Vancouver East,Residential - All Types,,,,,,
2006-11,Vancouver East,"$421,800",131.6,-0.1,4.1,17.9,0.0,0.0
2006-11,Vancouver East,Detached,,,,,,
2006-11,Vancouver East,"$577,600",128.8,-0.1,3.0,16.7,0.0,0.0
2006-11,Vancouver East,Townhouse,,,,,,
2006-11,Vancouver East,"$402,500",132.7,1.3,9.9,19.4,0.0,0.0
2006-11,Vancouver East,Apartment,,,,,,
2006-11,Vancouver East,"$241,700",140.3,-0.5,5.5,20.7,0.0,0.0
2006-12,Vancouver East,Residential - All Types,,,,,,
2006-12,Vancouver East,"$421,500",131.5,-0.1,1.6,17.0,0.0,0.0
2006-12,Vancouver East,Detached,,,,,,
2006-12,Vancouver East,"$577,300",128.8,0.0,0.7,16.1,0.0,0.0
2006-12,Vancouver East,Townhouse,,,,,,
2006-12,Vancouver East,"$407,800",134.5,1.4,8.8,20.0,0.0,0.0
2006-12,Vancouver East,Apartment,,,,,,
2006-12,Vancouver East,"$240,500",139.6,-0.5,2.0,18.8,0.0,0.0
2007-01,Vancouver East,Residential - All Types,,,,,,
2007-01,Vancouver East,"$427,100",133.3,1.4,2.4,15.9,0.0,0.0
2007-01,Vancouver East,Detached,,,,,,
2007-01,Vancouver East,"$584,200",130.3,1.2,1.6,14.6,0.0,0.0
2007-01,Vancouver East,Townhouse,,,,,,
2007-01,Vancouver East,"$407,100",134.2,-0.2,6.9,18.4,0.0,0.0
2007-01,Vancouver East,Apartment,,,,,,
2007-01,Vancouver East,"$245,400",142.4,2.0,2.9,18.6,0.0,0.0
2007-02,Vancouver East,Residential - All Types,,,,,,
2007-02,Vancouver East,"$432,700",135.0,1.3,3.1,14.7,0.0,0.0
2007-02,Vancouver East,Detached,,,,,,
2007-02,Vancouver East,"$591,300",131.9,1.2,2.6,13.1,0.0,0.0
2007-02,Vancouver East,Townhouse,,,,,,
2007-02,Vancouver East,"$406,400",134.0,-0.1,5.2,17.1,0.0,0.0
2007-02,Vancouver East,Apartment,,,,,,
2007-02,Vancouver East,"$250,400",145.3,2.0,3.7,18.2,0.0,0.0
2007-03,Vancouver East,Residential - All Types,,,,,,
2007-03,Vancouver East,"$438,400",136.8,1.3,3.8,13.5,0.0,0.0
2007-03,Vancouver East,Detached,,,,,,
2007-03,Vancouver East,"$598,400",133.5,1.2,3.5,11.6,0.0,0.0
2007-03,Vancouver East,Townhouse,,,,,,
2007-03,Vancouver East,"$405,700",133.8,-0.1,3.5,15.7,0.0,0.0
2007-03,Vancouver East,Apartment,,,,,,
2007-03,Vancouver East,"$255,500",148.3,2.1,4.6,18.0,0.0,0.0
2007-04,Vancouver East,Residential - All Types,,,,,,
2007-04,Vancouver East,"$445,700",139.1,1.7,5.6,12.7,0.0,0.0
2007-04,Vancouver East,Detached,,,,,,
2007-04,Vancouver East,"$607,800",135.6,1.6,5.2,10.9,0.0,0.0
2007-04,Vancouver East,Townhouse,,,,,,
2007-04,Vancouver East,"$412,100",135.9,1.6,3.7,15.0,0.0,0.0
2007-04,Vancouver East,Apartment,,,,,,
2007-04,Vancouver East,"$260,300",151.1,1.9,7.2,16.9,0.0,0.0
2007-05,Vancouver East,Residential - All Types,,,,,,
2007-05,Vancouver East,"$453,100",141.4,1.7,7.4,11.9,0.0,0.0
2007-05,Vancouver East,Detached,,,,,,
2007-05,Vancouver East,"$617,300",137.7,1.5,6.9,10.1,0.0,0.0
2007-05,Vancouver East,Townhouse,,,,,,
2007-05,Vancouver East,"$418,500",138.0,1.5,4.0,14.2,0.0,0.0
2007-05,Vancouver East,Apartment,,,,,,
2007-05,Vancouver East,"$265,200",153.9,1.9,9.7,15.7,0.0,0.0
2007-06,Vancouver East,Residential - All Types,,,,,,
2007-06,Vancouver East,"$460,700",143.7,1.6,9.3,11.1,0.0,0.0
2007-06,Vancouver East,Detached,,,,,,
2007-06,Vancouver East,"$627,000",139.9,1.6,8.6,9.4,0.0,0.0
2007-06,Vancouver East,Townhouse,,,,,,
2007-06,Vancouver East,"$425,100",140.2,1.6,4.2,13.4,0.0,0.0
2007-06,Vancouver East,Apartment,,,,,,
2007-06,Vancouver East,"$270,300",156.9,1.9,12.4,14.7,0.0,0.0
2007-07,Vancouver East,Residential - All Types,,,,,,
2007-07,Vancouver East,"$464,600",145.0,0.9,8.8,11.4,0.0,0.0
2007-07,Vancouver East,Detached,,,,,,
2007-07,Vancouver East,"$632,100",141.0,0.8,8.2,9.9,0.0,0.0
2007-07,Vancouver East,Townhouse,,,,,,
2007-07,Vancouver East,"$431,700",142.3,1.5,6.0,13.4,0.0,0.0
2007-07,Vancouver East,Apartment,,,,,,
2007-07,Vancouver East,"$272,200",158.0,0.7,11.0,14.2,0.0,0.0
2007-08,Vancouver East,Residential - All Types,,,,,,
2007-08,Vancouver East,"$468,500",146.2,0.8,8.3,11.6,0.0,0.0
2007-08,Vancouver East,Detached,,,,,,
2007-08,Vancouver East,"$637,300",142.2,0.9,7.8,10.6,0.0,0.0
2007-08,Vancouver East,Townhouse,,,,,,
2007-08,Vancouver East,"$438,400",144.5,1.5,7.8,13.4,0.0,0.0
2007-08,Vancouver East,Apartment,,,,,,
2007-08,Vancouver East,"$274,200",159.1,0.7,9.5,13.6,0.0,0.0
2007-09,Vancouver East,Residential - All Types,,,,,,
2007-09,Vancouver East,"$472,500",147.4,0.8,7.7,11.8,0.0,0.0
2007-09,Vancouver East,Detached,,,,,,
2007-09,Vancouver East,"$642,600",143.3,0.8,7.3,11.1,0.0,0.0
2007-09,Vancouver East,Townhouse,,,,,,
2007-09,Vancouver East,"$445,200",146.8,1.6,9.7,13.5,0.0,0.0
2007-09,Vancouver East,Apartment,,,,,,
2007-09,Vancouver East,"$276,300",160.4,0.8,8.2,13.1,0.0,0.0
2007-10,Vancouver East,Residential - All Types,,,,,,
2007-10,Vancouver East,"$473,500",147.7,0.2,6.2,12.1,0.0,0.0
2007-10,Vancouver East,Detached,,,,,,
2007-10,Vancouver East,"$643,100",143.5,0.1,5.8,11.3,0.0,0.0
2007-10,Vancouver East,Townhouse,,,,,,
2007-10,Vancouver East,"$443,400",146.2,-0.4,7.6,11.6,0.0,0.0
2007-10,Vancouver East,Apartment,,,,,,
2007-10,Vancouver East,"$278,300",161.5,0.7,6.9,14.5,0.0,0.0
2007-11,Vancouver East,Residential - All Types,,,,,,
2007-11,Vancouver East,"$474,600",148.1,0.3,4.7,12.5,0.0,0.0
2007-11,Vancouver East,Detached,,,,,,
2007-11,Vancouver East,"$643,700",143.6,0.1,4.3,11.5,0.0,0.0
2007-11,Vancouver East,Townhouse,,,,,,
2007-11,Vancouver East,"$441,700",145.6,-0.4,5.5,9.7,0.0,0.0
2007-11,Vancouver East,Apartment,,,,,,
2007-11,Vancouver East,"$280,400",162.7,0.7,5.7,16.0,0.0,0.0
2007-12,Vancouver East,Residential - All Types,,,,,,
2007-12,Vancouver East,"$475,700",148.4,0.2,3.3,12.9,0.0,0.0
2007-12,Vancouver East,Detached,,,,,,
2007-12,Vancouver East,"$644,300",143.7,0.1,2.7,11.6,0.0,0.0
2007-12,Vancouver East,Townhouse,,,,,,
2007-12,Vancouver East,"$440,100",145.1,-0.3,3.5,7.9,0.0,0.0
2007-12,Vancouver East,Apartment,,,,,,
2007-12,Vancouver East,"$282,500",164.0,0.8,4.5,17.5,0.0,0.0
2008-01,Vancouver East,Residential - All Types,,,,,,
2008-01,Vancouver East,"$481,800",150.3,1.3,3.7,12.8,50.3,0.0
2008-01,Vancouver East,Detached,,,,,,
2008-01,Vancouver East,"$652,900",145.6,1.3,3.3,11.7,45.6,0.0
2008-01,Vancouver East,Townhouse,,,,,,
2008-01,Vancouver East,"$448,100",147.7,1.8,3.8,10.1,47.7,0.0
2008-01,Vancouver East,Apartment,,,,,,
2008-01,Vancouver East,"$286,800",166.5,1.5,5.4,16.9,66.5,0.0
2008-02,Vancouver East,Residential - All Types,,,,,,
2008-02,Vancouver East,"$488,200",152.3,1.3,4.2,12.8,50.6,0.0
2008-02,Vancouver East,Detached,,,,,,
2008-02,Vancouver East,"$661,900",147.6,1.4,3.8,11.9,46.1,0.0
2008-02,Vancouver East,Townhouse,,,,,,
2008-02,Vancouver East,"$456,500",150.5,1.9,4.2,12.3,48.9,0.0
2008-02,Vancouver East,Apartment,,,,,,
2008-02,Vancouver East,"$291,600",169.2,1.6,6.3,16.4,67.0,0.0
2008-03,Vancouver East,Residential - All Types,,,,,,
2008-03,Vancouver East,"$494,000",154.1,1.2,4.5,12.6,50.9,0.0
2008-03,Vancouver East,Detached,,,,,,
2008-03,Vancouver East,"$670,800",149.6,1.4,4.4,12.1,46.8,0.0
2008-03,Vancouver East,Townhouse,,,,,,
2008-03,Vancouver East,"$464,800",153.2,1.8,4.4,14.5,49.8,0.0
2008-03,Vancouver East,Apartment,,,,,,
2008-03,Vancouver East,"$295,900",171.7,1.5,7.0,15.8,67.2,0.0
2008-04,Vancouver East,Residential - All Types,,,,,,
2008-04,Vancouver East,"$495,300",154.5,0.3,4.6,11.1,49.7,0.0
2008-04,Vancouver East,Detached,,,,,,
2008-04,Vancouver East,"$673,000",150.1,0.3,4.6,10.7,45.9,0.0
2008-04,Vancouver East,Townhouse,,,,,,
2008-04,Vancouver East,"$464,200",153.0,-0.1,4.7,12.6,47.8,0.0
2008-04,Vancouver East,Apartment,,,,,,
2008-04,Vancouver East,"$296,100",171.9,0.1,6.4,13.8,65.3,0.0
2008-05,Vancouver East,Residential - All Types,,,,,,
2008-05,Vancouver East,"$496,700",155.0,0.3,4.7,9.6,48.6,0.0
2008-05,Vancouver East,Detached,,,,,,
2008-05,Vancouver East,"$674,700",150.5,0.3,4.8,9.3,44.9,0.0
2008-05,Vancouver East,Townhouse,,,,,,
2008-05,Vancouver East,"$463,400",152.8,-0.1,4.9,10.7,45.9,0.0
2008-05,Vancouver East,Apartment,,,,,,
2008-05,Vancouver East,"$296,400",172.0,0.1,5.7,11.8,63.2,0.0
2008-06,Vancouver East,Residential - All Types,,,,,,
2008-06,Vancouver East,"$498,400",155.5,0.3,4.8,8.2,47.5,0.0
2008-06,Vancouver East,Detached,,,,,,
2008-06,Vancouver East,"$676,700",150.9,0.3,5.0,7.9,43.7,0.0
2008-06,Vancouver East,Townhouse,,,,,,
2008-06,Vancouver East,"$462,700",152.6,-0.1,5.2,8.8,44.1,0.0
2008-06,Vancouver East,Apartment,,,,,,
2008-06,Vancouver East,"$297,100",172.4,0.2,5.1,9.9,61.4,0.0
2008-07,Vancouver East,Residential - All Types,,,,,,
2008-07,Vancouver East,"$491,300",153.3,-1.4,2.0,5.7,43.3,0.0
2008-07,Vancouver East,Detached,,,,,,
2008-07,Vancouver East,"$666,600",148.7,-1.5,2.1,5.5,39.8,0.0
2008-07,Vancouver East,Townhouse,,,,,,
2008-07,Vancouver East,"$456,200",150.4,-1.4,1.8,5.7,40.6,0.0
2008-07,Vancouver East,Apartment,,,,,,
2008-07,Vancouver East,"$294,800",171.1,-0.8,2.8,8.3,57.0,0.0
2008-08,Vancouver East,Residential - All Types,,,,,,
2008-08,Vancouver East,"$484,400",151.1,-1.4,-0.8,3.4,39.1,0.0
2008-08,Vancouver East,Detached,,,,,,
2008-08,Vancouver East,"$657,000",146.6,-1.4,-0.7,3.1,35.9,0.0
2008-08,Vancouver East,Townhouse,,,,,,
2008-08,Vancouver East,"$449,000",148.0,-1.6,-1.7,2.4,37.0,0.0
2008-08,Vancouver East,Apartment,,,,,,
2008-08,Vancouver East,"$292,600",169.8,-0.8,0.4,6.7,52.6,0.0
2008-09,Vancouver East,Residential - All Types,,,,,,
2008-09,Vancouver East,"$477,700",149.0,-1.4,-3.3,1.1,35.1,0.0
2008-09,Vancouver East,Detached,,,,,,
2008-09,Vancouver East,"$647,200",144.4,-1.5,-3.5,0.8,31.9,0.0
2008-09,Vancouver East,Townhouse,,,,,,
2008-09,Vancouver East,"$443,200",146.1,-1.3,-4.6,-0.5,33.8,0.0
2008-09,Vancouver East,Apartment,,,,,,
2008-09,Vancouver East,"$290,200",168.4,-0.8,-1.9,5.0,48.2,0.0
2008-10,Vancouver East,Residential - All Types,,,,,,
2008-10,Vancouver East,"$463,500",144.6,-3.0,-6.4,-2.1,30.3,0.0
2008-10,Vancouver East,Detached,,,,,,
2008-10,Vancouver East,"$630,000",140.5,-2.7,-6.4,-2.1,27.8,0.0
2008-10,Vancouver East,Townhouse,,,,,,
2008-10,Vancouver East,"$428,600",141.3,-3.3,-7.6,-3.4,28.2,0.0
2008-10,Vancouver East,Apartment,,,,,,
2008-10,Vancouver East,"$281,200",163.2,-3.1,-5.1,1.1,42.0,0.0
2008-11,Vancouver East,Residential - All Types,,,,,,
2008-11,Vancouver East,"$450,900",140.7,-2.7,-9.2,-5.0,26.1,0.0
2008-11,Vancouver East,Detached,,,,,,
2008-11,Vancouver East,"$613,400",136.8,-2.6,-9.1,-4.7,23.9,0.0
2008-11,Vancouver East,Townhouse,,,,,,
2008-11,Vancouver East,"$415,300",136.9,-3.1,-10.4,-6.0,23.2,0.0
2008-11,Vancouver East,Apartment,,,,,,
2008-11,Vancouver East,"$272,800",158.3,-3.0,-8.0,-2.7,36.2,0.0
2008-12,Vancouver East,Residential - All Types,,,,,,
2008-12,Vancouver East,"$438,500",136.8,-2.8,-12.0,-7.8,21.7,0.0
2008-12,Vancouver East,Detached,,,,,,
2008-12,Vancouver East,"$597,500",133.3,-2.6,-11.7,-7.2,20.2,0.0
2008-12,Vancouver East,Townhouse,,,,,,
2008-12,Vancouver East,"$402,500",132.7,-3.1,-13.0,-8.5,18.4,0.0
2008-12,Vancouver East,Apartment,,,,,,
2008-12,Vancouver East,"$264,700",153.6,-3.0,-10.9,-6.3,30.7,0.0
2009-01,Vancouver East,Residential - All Types,,,,,,
2009-01,Vancouver East,"$438,000",136.7,-0.1,-10.8,-9.0,18.9,0.0
2009-01,Vancouver East,Detached,,,,,,
2009-01,Vancouver East,"$598,100",133.4,0.1,-10.3,-8.4,17.3,0.0
2009-01,Vancouver East,Townhouse,,,,,,
2009-01,Vancouver East,"$404,000",133.2,0.4,-11.4,-9.8,17.6,0.0
2009-01,Vancouver East,Apartment,,,,,,
2009-01,Vancouver East,"$261,400",151.7,-1.2,-11.3,-8.9,26.3,0.0
2009-02,Vancouver East,Residential - All Types,,,,,,
2009-02,Vancouver East,"$438,200",136.7,0.0,-9.5,-10.2,16.1,0.0
2009-02,Vancouver East,Detached,,,,,,
2009-02,Vancouver East,"$599,200",133.7,0.2,-8.8,-9.4,14.7,0.0
2009-02,Vancouver East,Townhouse,,,,,,
2009-02,Vancouver East,"$405,900",133.8,0.5,-9.6,-11.1,17.0,0.0
2009-02,Vancouver East,Apartment,,,,,,
2009-02,Vancouver East,"$257,900",149.7,-1.3,-11.8,-11.5,21.8,0.0
2009-03,Vancouver East,Residential - All Types,,,,,,
2009-03,Vancouver East,"$437,400",136.5,-0.1,-8.4,-11.4,13.3,0.0
2009-03,Vancouver East,Detached,,,,,,
2009-03,Vancouver East,"$600,300",133.9,0.1,-7.3,-10.5,12.0,0.0
2009-03,Vancouver East,Townhouse,,,,,,
2009-03,Vancouver East,"$408,000",134.5,0.5,-7.9,-12.2,16.3,0.0
2009-03,Vancouver East,Apartment,,,,,,
2009-03,Vancouver East,"$254,800",147.9,-1.2,-12.2,-13.9,17.7,0.0
2009-04,Vancouver East,Residential - All Types,,,,,,
2009-04,Vancouver East,"$444,100",138.6,1.5,-4.1,-10.3,12.3,0.0
2009-04,Vancouver East,Detached,,,,,,
2009-04,Vancouver East,"$606,100",135.2,1.0,-3.8,-9.9,10.5,0.0
2009-04,Vancouver East,Townhouse,,,,,,
2009-04,Vancouver East,"$416,000",137.2,2.0,-2.9,-10.3,16.1,0.0
2009-04,Vancouver East,Apartment,,,,,,
2009-04,Vancouver East,"$260,700",151.3,2.3,-7.3,-12.0,17.0,0.0
2009-05,Vancouver East,Residential - All Types,,,,,,
2009-05,Vancouver East,"$450,200",140.5,1.4,-0.1,-9.4,11.2,0.0
2009-05,Vancouver East,Detached,,,,,,
